AU,HospitalName,CircuitType,OOBPhone,OrderGroup,CircuitID,CircuitIDLEC,IPCSR,RouterPort,PrimaryIPAddress,SecondaryIPAddress,Notes
924,VCA Rock Creek Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy Customer# 274441 / Site ID H0620096809)",,Velocloud / Pomeroy,,,,,10.56.110.1,,Aruba Network
925 Closed,San Jose Veterinary Specialists - Closed,VCA VPN Site-Site (non-VCA T1 Internet) - Closed,,999,,,,,NAT 10.3.33.1 (192.168.0.0),10.56.112.1,
926,Bay Ridge Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Time Warner 35M/5M, Secondary GTT DSL 10M/2M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620089208)",,Velocloud / Pomeroy,,,,,"10.56.114.1
Voice VLAN 400 - 10.56.115.0/24",,"NEC SIP
Voice VLAN 400 - 10.56.115.0/24"
927,VCA Charles E. London Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy Customer# 274441 / Site ID H0620089253)",,Velocloud / Pomeroy,,,,,10.56.116.1,,Aruba Network
928,VCA Stoney Creek Animal Hospital,"Configure/VeloCloud SD-WAN (Comcast 50M/10M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.56.118.1
Voice VLAN 400 - 10.56.119.0/24",,LC ÿOUTDOOR CLOSURE #1 BY TERMINAL NORTH SIDE SLOT 2 OF 2
929,Commack Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Optimum 50M/25M, Secondary Verizon FIOS 75M/75M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620089723)",,VeloCloud / Pomeroy,,,,,10.56.120.1,,
930,VCA Augustine Loretto Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old - Pomeroy Site ID H0620089727)",,Velocloud,,,,,"10.56.122.1
Voice VLAN 400 - 10.56.123.0/24",,Voice VLAN 400 - 10.56.123.0/24
931,VCA AVH Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Pentele Data- 50M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy Customer# 274441 / Site ID H0620089254)",,VeloCloud / Pomeroy,,,,,10.56.124.1,,
932,VCA Commonwealth,Configure/VeloCloud SD-WAN w/4G Backup (Cox 15M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.56.126.1,,"1ST FLR HALL, UTIL RM, RJ48C, CAB 2, SHELF 1, JCK 1"
933,Jericho Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Optimum 100M/35M, Secondary Verizon FIOS 150M/150M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.56.128.1,,
935,VCA Loomis Basin Veterinary Clinic,"Configure/VeloCloud SD-WAN with VC 540 w/4G (Wave 1G/30M, Secondary AT&T IPFlex 50M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old - Pomeroy ite ID H0620089207)",,Velocloud,,,10.2.3.87,,"Legacy : 10.3.128.0/23  
Standard : 10.56.132.0/24 
VLAN 1 - 10.3.128.0/23 NAT (192.168.0.0/23)
VLAN 180 - 10.3.232.0/26
VLAN 181 - 10.3.232.64/27
VLAN 182 - 10.3.232.96/28
VLAN 183 - 10.3.232.112/28
VLAN 184 - 10.3.232.128/27
VLAN 300 - 10.56.132.0/24
VLAN 400 Wireless - 10.56.132.0/24
VLAN 500 Voice - 10.56.133.0/24",,
937,VCA Ragland & Riley Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Twin Lakes 50M/50M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620089897)",,Velocloud / Pomeroy,,,,,10.56.136.1,,
938,VCA Veterinary Specialists of the Valley,Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,"10.56.138.1
Voice VLAN 400 - 10.56.139.0/24",,"Sub-hospital AU968 in same building
Voice VLAN 400 - 10.56.139.0/24
Limited Secondary service options"
939,VCA Pleasant Bay Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620089892)",,Velocloud / Pomeroy,,,,,10.56.140.1,,
940,VCA Centennial Valley Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
 (Pomeroy Customer# 274441 / Site ID H0620089891)
(Old - Legacy Internet - no longer in use)",,VeloCloud / Pomeroy,,,,,10.56.142.1,,
941,VCA Advanced Care Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Time Warner 35M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620089209)",,VeloCloud / Pomeroy,,,,,"10.56.144.1
VLAN 400 10.56.145.0/24",,
942 - Closed,VCA Animal Specialty and Emergency Center (was Veterinary Specialty Center of the Hudson Valley) - Hospital Closed 12/1/2017,"Closed - Pomeroy VPN (FIOS 75M/35M with Optimum 50M/25M Backup, 4G not available), For support Call 866-364-4357 Customer# 274441 / Site ID H0620088740
(Old - MPLS T1 1.5)",,999,(Old - DHEC.702853..ATI),(Old - 33HCGS769412NY),(Old - 12.85.167.214),,10.56.146.1,,"1ST FLR TELCO RM, RJ48C, SLOT 2/2, TGD, BOTH IDS, NOT EXT"
943,VCA Imperial Point Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M, Secondary AT&T DSL 12M/1M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com 
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620089256)",,VeloCloud / Pomeroy,,,,,10.56.148.1,,
945,VCA Met Vet West Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M, Secondary GTT DSL 10M/2M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.56.152.1,,BSMNT PHONE RM MTG 1 POS 1 RJ48C TAGGED
946 - Closed / Merged into AU160 on 7/7/2017,VCA Met Vet South Animal Hospital  - Closed / Merged into AU160 on 7/7/2017,"AVTS VPN w/4G (Comcast 50M/10M) - Call DSR for Support 888-499-9973
(Old - MPLS T1 1.5)",,999,Old - DHEC.409433..ATI,Old - 15HCGS704223PA,Old - 12.115.95.78,Fa0/1,10.56.154.1,10.3.154.0 /24 NAT - 192.168.2.1,OUTDOOR CAB!POS-1!48C!TAG!NO EXT
947,VCA North Portland Veterinary Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 100M/20M, Secondary GTT DSL 10M/2M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com 
(Pomeroy 866-364-4357 Customer# 274441 / Site ID  H0620089476)",,Velocloud / Pomeroy,,,,,"10.56.156.1
Voice VLAN 400 10.56.157.0/24",,Aruba Network
948,VCA North Main Street Veterinary Clinic,"Configure/VeloCloud SD-WAN w/4G (Comcast - 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com 
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620089893)",,Velocloud / Pomeroy,,,,,10.56.158.1,,
949,VCA Seaside Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (ATMC 100M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com 
(Old - Pomeroy Site ID H0620089710)",,Velocloud,,,,,10.56.160.1 /24,,Aruba Network
951,VCA Foothill Veterinary Hospital,"Configure/VeloCloud SD-WAN w/4G (Sepctrum 100M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com 
(OLD - Pomeroy Site ID H0620089722)",,Velocloud,,,,,10.56.164.1,,
952,VCA Northside Animal Hospital - Relocated 5/31/2019,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M, Secondary AT&T ADI 2xT1) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com 
(Old Hospital Building - Pomeroy Site ID  H0620089413)",,Velocloud,,,,,"10.56.166.1
Voice VLAN 400 - 10.56.167.0/24
VLAN 600 Security Cameras - 10.3.99.64/27",,Aruba Network
953,VCA Feline Medical Center,"Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com 
(Old Pomeroy Site ID H0620089251)",,Velocloud,,,,,"10.56.168.1
Voice VLAN 400 - 10.56.169.0/24",,Voice VLAN 400 - 10.56.169.0/24
954,VCA Wellington Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M, Secondary Verizon FIOS 75M/75M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com 
(Pomeroy support Call 866-364-4357 Customer# 274441 / Site ID H0620089726)",,Velocloud / Pomeroy,,,,,10.56.170.1,,
955,VCA Family Pet Resort,Shared with AU954 / Legacy Internet,,,,,,,,,
957,The Barkley Pet Hotel,Hospital should call local IT contact Sergio for any support requirements - using spearate internet service (Internet cameras are using Legacy Internet - Megapath 2xT1 3M),,DSR supported internet - Not on VCA Network,"Old - 39HCQU163010PT, 39HCGS763040PT",,,,Hospital Network - 192.168.5.0/24 (Old - 10.3.75.0/24 / Cameras VPN Network - 10.3.27.1),192.168.5.0/24,
958,Westlake Village Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,"Old - 39HCQU163010PT, 39HCGS763040PT",,,,Data VLAN 400 - 10.56.178.0/24,,
959,VCA Eads Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com 
(Old - Pomeroy Site ID H0620089896)",,Velocloud,,,,,10.56.180.1,,
960,VCA Fairleigh Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Time Warner 35M/5M, Secondary AT&T DSL 45M/6M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com 
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620089729)",,Velocloud / Pomeroy,,,,,10.56.182.1,,
961,VCA Lakeside Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com 
(Old - Pomeroy Customer# 274441 / Site ID H0620089255)",,Velocloud,,,,,10.56.184.1,,
962,VCA Terrell Mill Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M, Secondary AT&T DSL 45M/6M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com 
(Pomeroy support Call 866-364-4357 Customer# 274441 / Site ID H0620089257)",,Velocloud / Pomeroy,,,,,"10.56.186.1
Voice VLAN 400 10.56.187.0/24",,Aruba Network
963 Closed,Meadow North - Closed,Legacy Internet - Closed,,999,,,,,,,
965,VCA Care Specialty and Emergency Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Cox 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com 
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620100178)",,Velocloud / Pomeroy,,,,,10.56.192.1,10.3.192.0/24,"NAT Legacy Network still in use, two buildings,  hospital has local IT person that provides support."
966,"VCA Advanced Veterinary Care Center, Lawndale CA","Configure/VeloCloud SD-WAN w/4G (Frontier FiOS 50M/50M, Secondary Spectrum 300M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy internet no longer in use)",,Velocloud,,,,10.2.3.13,"10.56.194.1
VSAN VLAN  - AU966:10.3.194.0/24
Voice VLAN 400 - 10.56.195.0/24",,"Aruba Network
VC Management IP - 10.2.3.13
Multi-VLAN / VSAN
Voice VLAN 400 - 10.56.195.0/24"
967,"VCA Advanced Veterinary Care Center, Tustin CA",Internet shared with AU970,,,,,,,,,In same builidng as AU970 OCVS
968 Closed/Merged with AU938,"VCA Advanced Veterinary Care Center, Woodland Hills CA (Merged into AU938 Vet Specialists of the Valley)",Merged with AU938 on 1/3/2020,,,,,,,,,In same builidng as AU938 VSV
969,VCA Acacia Animal Hospital and Pet Resort,"Configure/VeloCloud SD-WAN w/4G (Cox 200M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com 
(Old - Pomeroy Site ID H0620091627)
(Legacy Internet no longer in use)",,Velocloud,,,,,10.56.200.1,,
970,VCA Orange County Veterinary Specialists,"Configure/VeloCloud SD-WAN with VC 620 w/4G (Cox 100M Fiber, Secondary AT&T ADI 50M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,"New DSR Managed Cox 100M Fiber Circuit - 12.HMXX.222271..COXC
(Old - 12.HMXX.202278.COXC
Public IP Info -
Class - 70.168.248.160/29, IP's - 70.168.248.162 through 70.168.248.166, Mask - 255.255.255.248, Gateway - 70.168.248.161, DNS - 68.105.28.16 and 68.105.29.16)",,10.2.3.17,,"10.56.202.1
AU967 Vlan 300 - 10.56.196.0/24
AU970 Voice VLAN 500 - 10.56.203.0/24
AU970 Wireless VLAN: 10.3.165.0/24",,Sub-hospital AU967 in same building - Vlan 300 : 10.56.196.0/24
971,VCA Animal Hospital West - North Carolina,"Configure/VeloCloud SD-WAN (Spectrum 100M/10M, AT&T DSL 12M/1M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.56.204.1 /24,,Aruba Network
973,VCA Timberlyne Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 200M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old - Pomeroy Site ID H0620091698)",,Velocloud,,,,,10.56.208.1,,11/23/19 Secondary service not approved
974,VCA Legion Road Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Time Warner 35M/5M, Secondary AT&T DSL 45M/6M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620091699)",,Velocloud / Pomeroy,,,,,10.56.210.1,,
975,VCA Animal Medical Center of El Cajon,"Configure/VeloCloud SD-WAN w/4G (Cox 300M/30M, Secondary AT&T DSL 75M/8M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620103239)
(Legacy Cox Internet in use for webcams)",,Velocloud / Pomeroy,,,,,"10.56.212.1
VLAN 1 - 10.56.212.0/24
H0975-Mgmt VLAN 180 10.56.213.0/26
H0975-VSANÿ VLAN 181 10.56.213.64/27
H0975-vMotionÿ VLAN 183 10.56.213.112/28
H0975-Serverÿ VLAN 184 10.56.213.128/27",,Mulit-VLAN SAN hospital
976,VCA Tri-County Animal Hospital,"Configure/VeloCloud SD-WAN with VC620 w/4G (Comcast 250M/25M, , Secondary AT&T ADI 300M/300M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old Pomeroy Site ID H0620090366)",,Velocloud,,,,,"10.56.214.1
Legacy : 10.3.101.1 - NAT (Internal : 192.168.0.1)",,
977 Closed,VCA Tri-County North Animal Hospital - Closed,"CLOSED - Pomeroy VPN w/4G Backup (Comcast 50M/10M), For support Call 866-364-4357 Customer# 274441 / Site ID  H0620090367
(Old - Legacy Internet still in use until mid/late 2015)",,999,,,,,"10.56.216.1
Legacy : 10.3.102.1 - NAT (Internal : 10.1.10.1)",,
978,VCA Lacey Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 100M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy Customer# 274441 / Site ID H0620091630)",,VeloCloud / Pomeroy,,,,,10.56.218.1,,
979,VCA Companion Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Cox 50M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.56.220.1,,
982,VCA Boulder Terrace Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M, Secondary AT&T DSL 12M/1M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old Pomeroy Site ID H0620091657)",,Velocloud,,,,,"10.56.226.1
Voice VLAN 400 - 10.56.227.0/24",,Aruba Network
983,Hope Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M, Secondary Verizon FIOS 75M/75M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.56.228.1
Voice VLAN 400 - 10.56.229.0/24",,"Aruba Network
NEC UCaaS"
984,VCA Animal Health Hospital,Configure/VeloCloud SD-WAN w/4G (Cox 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.56.230.1,,
985,Hauppauge Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Optimum 101M/35M, Secondary Verizon FIOS 75M/75M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620091696)",,Velocloud / Pomeroy,,,,,"10.56.232.1
Voice VLAN 400 - 10.56.233.0/24",,
986 - Hospital Closed 3/30/2019,Coram Animal Hospital  - Hospital Closed / Merged into AU1133 3/30/2019,"Hospital Closed 3/30/2019 - Configure/VeloCloud SD-WAN w/4G (Optimum 101M/35M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy Customer# 274441 / Site ID H0620091629)",,999,,,,,10.56.234.1,,
987,VCA Capital Area Veterinary Emergency and Specialty,"Configure/VeloCloud SD-WAN w/4G (Comcast 100M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(DSR managed DSL 10M/1M internet used for HVAC system)",,VeloCloud,,,,,10.56.236.1,,
988,VCA Simmons Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M, Secondary AT&T DSL 45M/6M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620096814)",,Velocloud / Pomeroy,,,,,"10.56.238.1
VLAN 1 - 10.56.238.0/24
VLAN 180 - 10.56.239.0/26
VLAN 181 - 10.56.239.64/27
VLAN 182 - 10.56.239.96/28
VLAN 183 - 10.56.239.112/28
VLAN 184 - 10.56.239.128/27
Voice VLAN 400 - 10.3.113.0/24, GW 10.3.113.254",,"Voice VLAN 400 - 10.3.113.0/24, GW 10.3.113.254"
989,Sayville Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Optimum 101M/35M, Secondary Verizon FIOS 75M/75M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy support Call 866-364-4357 Customer# 274441 / Site ID H0620091697)",,Velocloud / Pomeroy,,,,,10.56.240.1,,
994,VCA Chestatee Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (NGN Fiber 100M/100M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old - Pomeroy Site ID H0620091700)",,Velocloud,,,,,10.56.250.1,,Aruba Network
995,VCA Dahlonega Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (NGN Fiber 100M/100M, Secondary Windstream 10M/2M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy Site ID H0620091701)",,Velocloud / Pomeroy,,,,,10.56.252.1,,
996,VCA Oakwood Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.56.254.1,,"NEC UCaaS
SHELF 1 SLOT 1, MPO CLOSET IN WOMEN BATHROOM"
997,VCA Sterling Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old - Pomeroy Site ID H0620091694)",,Velocloud,,,,,10.57.0.1,,
998,VCA Eye Clinic for Animals,Configure/VeloCloud SD-WAN w/4G (Spectrum 50M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.57.2.1,,
1000,VCA Hollywood Animal Hospital,"Configure/VeloCloud SD-WAN with Redundant VC 540 (Comcast 150M/20M, Secondary AT&T BVoIP 100M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,"10.57.6.1
Vlan1 - Data Vlan 
10.57.6.0/24
VC - 10.57.6.1 and 10.57.6.2
Vlan180 - Mgmt Vlan
10.57.7.0/26
VC - 10.57.7.1 and 10.57.7.2 
Vlan181 - VSAN Vlan
10.57.7.64/27
VC - 10.57.7.65 and 10.57.7.66
Vlan183 - vMotion Vlan
10.57.7.112/28
VC - 10.57.7.113 and 10.57.7.114
Vlan184 - Server Vlan
10.57.7.128/27
VC - 10.57.7.137 and 10.57.7.138
Vlan500 - WiFi Vlan
10.3.83.0/24
VC - 10.3.83.1 and 10.3.83.2
Vlan 300 - Legacy Vlan",,"VSAN
No 4G Service in the area
1/2020 - AT&T BVoIP 100M On Order"
1001,VCA Lakeview Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary CenturyLink 20M/2M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.57.8.1,,
1002,VCA Capital Area Veterinary Specialists,"Configure/VeloCloud SD-WAN with Redundant VC 540 w/4G (Spectrum 300M/20M, Secondary AT&T ADI 100M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old - Pomeroy Site ID H0620098965)",,Velocloud,,,,,10.57.10.1,,
1002B - Closed,"VCA Capital Area Veterinary Specialists (Temporary Building closed 10/2/2018, was opened 6/22/2018)",CLOSED - Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,999,,,,,10.3.10.1,,
1003,VCA Big Lake Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Matanuska 20M/2M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy Customer# 274441 / Site ID H0620100869)",,Velocloud / Pomeroy,,,,,10.57.12.1,,
1004,VCA Burton Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy 866-364-4357 Customer# 274441 / Site ID H0620092082)",,Velocloud / Pomeroy,,,,,10.57.14.1,,
1005,VCA Laguna Niguel Animal Hospital (was VCA Crown Valley Animal Hospital & Pet Hotel),"Configure/VeloCloud SD-WAN with VC 540 w/4G (AT&T ABF 300M/300M, Secondary AT&T DSL 75M/8M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Old - Pomeroy Site ID H0620100211)",,Velocloud,,,,,"10.57.16.1
Voice VLAN 400 - 10.57.17.0/24",,Aruba Network
1006,VCA Hartland Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.57.18.1,,
1008,VCA Lakeside Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Spectrum 100M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,"10.57.22.1
Voice VLAN 400 10.57.23.0/24",,Aruba Network
1009,VCA Boonsboro Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.57.24.1,,
"1011 - New AU892, now known as AU892 VCA York Royalton","VCA York Royalton Animal Hospital (New Hospital Name 3/15/2016, Merged with AU892 VCA Royalton Road - Old Name - VCA York Road Animal Hospital)",AU892 - Velocloud,,Velocloud,,,,,New AU892 - 10.57.28.1,,
1012,VCA Jordan River Animal Hospital,Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com,,Velocloud,,,,,10.57.30.1,,
1013,VCA County West Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy support Call 866-364-4357 Customer# 274441 / Site ID H0620096732)",,Velocloud / Pomeroy,,,,,10.57.32.1,,
1014,VCA San Carlos Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Pomeroy Customer# 274441 / Site ID H0620098884)",,Velocloud / Pomeroy,,,,,"10.57.34.1
Voice VLAN 400: 10.57.35.0/24",,Aruba Network
1015,VCA San Mateo Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary AT&T DSL 18M/1.5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com",,Velocloud,,,,,10.57.36.1,,
