"HOSPITAL
NUMBER",OPERATING NAME,SHORT NAME,ADDRESS,CITY,"ST/
PROV","POSTAL
CODE",COUNTRY,PHONE,FAX,BACKLINE,HM,MD,REG,"REGION
GROUP",COMPANY
80108,Calgary Animal Referral & Emergency Centre (C.A.R.E.),C.A.R.E.,7140 12 Street SE,Calgary,AB,T2H2Y4,CAN,1-403-520-8387,,,Lisa Booker,,SP West,SPW,VCA Canada Hospitals
80109,Royal Oak Animal Hospital,Royal Oak/AB,"180, 8888 Country Hills Blvd. NW",Calgary,AB,T3G5T4,CAN,1-403-208-0847,,,Catherine Gaviller,,AB2,GPW,VCA Canada Hospitals
80110,17th Avenue Animal Hospital,17th Avenue,233 17 Avenue SW,Calgary,AB,T2S0A4,CAN,1-403-228-4165,,,Jodene Mills,,AB2,GPW,VCA Canada Hospitals
80111,Shawnessy South Animal Hospital,Shawnessy South,"144, 70 Shawville Blvd. SW",Calgary,AB,T2Y2Z3,CAN,1-403-254-5900,,,Samantha Larson,,AB1,GPW,VCA Canada Hospitals
80112,South Trail Animal Hospital,South Trail,"75, 4307 130 Avenue SE",Calgary,AB,T2Z3V8,CAN,1-403-257-3393,,,Andrea Ploeger,,AB2,GPW,VCA Canada Hospitals
80113,Mayfield Animal Hospital,Mayfield,16808-106 Avenue,Edmonton,AB,T5P4Z3,CAN,1-780-451-3465,,,Michelle Brunet,,AB3,GPW,VCA Canada Hospitals
80114,Forest Lawn Animal Hospital,Forest Lawn,2002 36 Street SE,Calgary,AB,T2B0X8,CAN,1-403-272-0115,,,Robert Pakai,,AB1,GPW,VCA Canada Hospitals
80115,Marlborough Animal Hospital,Marlborough,"186, 1440 52 Street NE",Calgary,AB,T2A4T8,CAN,1-403-273-4664,,,Chelsea Cardy,,AB1,GPW,VCA Canada Hospitals
80116,McKenzie Towne Animal Hospital,McKenzie Towne,40 High Street SE,Calgary,AB,T2Z3T8,CAN,1-403-257-6105,,,Robert Pakai,,AB1,GPW,VCA Canada Hospitals
80117,Riverbend Animal Hospital,Riverbend/Calg,"354, 8338 18 Street SE",Calgary,AB,T2C4E4,CAN,1-403-279-8747,,,Robert Pakai,,AB1,GPW,VCA Canada Hospitals
80118,Coach Hill Animal Hospital,Coach Hill,6424 Old Banff Coach Road SW,Calgary,AB,T3H2H3,CAN,1-403-246-8418,,,Catherine Gaviller,,AB2,GPW,VCA Canada Hospitals
80119,Crowfoot Animal Hospital,Crowfoot,"211, 150 Crowfoot Cresc NW",Calgary,AB,T3G3T2,CAN,1-403-241-8944,,,Julie Lawrence,,AB2,GPW,VCA Canada Hospitals
80120,Western Veterinary Specialist & Emergency Centre,Western VSEC,1802 10 Avenue SW,Calgary,AB,T3C0J8,CAN,1-403-770-1340,,,,,SP West,SPW,VCA Canada Hospitals
80122,Due South Animal Hospital,Due South,16626 McKenzie Lake Blvd. SE,Calgary,AB,T2Z1N4,CAN,1-403-257-8899,,,Catherine Gaviller,,AB2,GPW,VCA Canada Hospitals
80123,Capital City Animal Hospital,Capital City,11104-102 Avenue,Edmonton,AB,T5K2H4,CAN,1-780-433-9505,,,Michelle Brunet,,AB3,GPW,VCA Canada Hospitals
80124,Guardian Veterinary Centre,Guardian,5620-99 Street,Edmonton,AB,T6E1V2,CAN,1-780-436-5880,,,Shauna Bearchell,,SP West,SPW,VCA Canada Hospitals
80126,Riverbend Veterinary Clinic (Edm),Riverbend/Edm,5611 Riverbend Road,Edmonton,AB,T6H5K4,CAN,1-780-437-0039,,,Nicole Steinhubl,,AB3,GPW,VCA Canada Hospitals
80128,Calgary Trail Animal Hospital,Calgary Trail,810-3803 Calgary Trail NE,Edmonton,AB,T6J5M8,CAN,1-780-431-0140,,,Andrea Edwards,,AB3,GPW,VCA Canada Hospitals
80129,Mills Haven Animal Hospital,Mills Haven,240 Chippewa Rd,Sherwood Park,AB,T8A4H5,CAN,1-780-464-5755,1-780-449-1611,,Andrea Edwards,,AB3,GPW,VCA Canada Hospitals
80130,VetEmerg North Edmonton Emergency Veterinary Hospital,VetEmerg,12831-97 Street NW,Edmonton,AB,T5E4C2,CAN,1-780-200-4572,,,,,AB3,GPW,VCA Canada Hospitals
80131,Vets To Go,Vets To Go,635-36 Avenue NE,Calgary,AB,T2E2L8,CAN,1-888-995-8387,,,Catherine Gaviller,,AB2,GPW,VCA Canada Hospitals
80132,Whitemud Creek Veterinary Clinic,Whitemud,14020 - 23 Avenue,Edmonton,AB,T6R3L6,CAN,1-780-430-0004,,,Andrea Edwards,,AB3,GPW,VCA Canada Hospitals
80200,All West Animal Hospital,All West,3120 Laurier Dr,Saskatoon,SK,S7L5J7,CAN,1-306-978-2100,,,Robert Pakai,,SK1,GPW,VCA Canada Hospitals
80201,Central Animal Hospital,Central/SK,106 103rd St E,Saskatoon,SK,S7N1Y8,CAN,1-306-374-5252,,,Robert Pakai,,SK1,GPW,VCA Canada Hospitals
80202,Lakeview Animal Hospital,Lakeview/SK,2-1945 McKercher Dr,Saskatoon,SK,S7J4M4,CAN,1-306-374-1811,,,Amanda Nobert,,SK1,GPW,VCA Canada Hospitals
80204,Frontier Animal Hospital,Frontier Vet,2035a Alberta Ave,Saskatoon,SK,S7K1S2,CAN,1-306-934-8288,1-306-934-8297,,Amanda Nobert,,SK1,GPW,VCA Canada Hospitals
80303,Blueridge-Cove Animal Hospital,Blueridge-Cove,165 Riverside Drive,North Vancouver,BC,V7H1T6,CAN,1-604-929-3491,,,Tracy Heyland,,BC1,GPW,VCA Canada Hospitals
80304,Central Victoria Animal Hospital,Central Victoria,760 Roderick Street,Victoria,BC,V8X2R3,CAN,1-250-475-2495,,,Lisa Hallsworth,,SP West,SPW,VCA Canada Hospitals
80305,Island Animal Hospital,Island,1800 Bowen Road,Nanaimo,BC,V9S5W4,CAN,1-250-753-1288,,,Randy Langelier,,BC2,GPW,VCA Canada Hospitals
80308,Feltham-Gordon Head Animal Hospital,Feltham-Gordon Head,101-1660 Feltham Road,Victoria,BC,V8N2A1,CAN,1-250-477-4730,,,Christine Geisreiter,,BC2,GPW,VCA Canada Hospitals
80309,Cats Only Animal Hospital,Cats Only,1599 West 4th Avenue,Vancouver,BC,V6J1L6,CAN,1-604-734-2287,,,Paula Mendoza,,BC1,GPW,VCA Canada Hospitals
80311,Newton Animal Hospital,Newton,7010 King George Blvd.,Surrey,BC,V3W4Z9,CAN,1-604-596-7417,,,Lindsay Ramage,,BC1,GPW,VCA Canada Hospitals
80313,Vancouver Animal Wellness Hospital,Vancouver Wellness,105 E Broadway,Vancouver,BC,V5T1W1,CAN,1-604-738-4664,,,Emese Tokes,,BC1,GPW,VCA Canada Hospitals
80314,Burnside Animal Hospital,Burnside,691 Burnside Road East,Victoria,BC,V8T2X9,CAN,1-250-361-1287,,,Christine Geisreiter,,BC2,GPW,VCA Canada Hospitals
80315,Hollywood Animal Hospital,Hollywood Pet,277 Wildwood Avenue,Victoria,BC,V8S3W2,CAN,1-250-370-7734,,,Tracy Heyland,,BC1,GPW,VCA Canada Hospitals
80317,Central Saanich Animal Hospital,Central Saanich,1782 Stelly s X Road,Saanichton,BC,V8M1S8,CAN,1-250-652-4312,,,Ginelle Smith,,BC2,GPW,VCA Canada Hospitals
80318,Highlands Animal Hospital,Highland/BC,3044 Highland Blvd,North Vancouver,BC,V7R2X3,CAN,1-250-477-4730,,,Ashleigh White,,BC1,GPW,VCA Canada Hospitals
80319,Tri Lake Animal Hospital & Referral Centre,Tri-Lake,10564 Powley Court,Lake Country,BC,V4V1V5,CAN,1-250-766-3236,,,Monica Stiller,,BC1,GPW,VCA Canada Hospitals
80320,Vancouver Animal Emergency Clinic,Vancouver ER,2303 Alberta St,Vancouver,BC,V5Y 4A7,CAN,1-604-879-3737,,,,,SP West,SPW,VCA Canada Hospitals
80321,Como Lake Animal Hospital,Como Lake,"#156, 1960 Como Lake Avenue",Coquitlam,BC,V3J3R3,CAN,1-604-931-7760,,,Jacqueline Yong,,BC1,GPW,VCA Canada Hospitals
80322,Ladysmith Animal Hospital,Ladysmith,"811 First Avenue, Box 1029",Ladysmith,BC,V9G1A7,CAN,1-250-245-2274,,,Mary Watts,,BC2,GPW,VCA Canada Hospitals
80323,Fairfield Pet Clinic,Fairfield Pet,1280 Fairfield Road,Victoria,BC,V8V4W3,CAN,1-250-381-7767,,,Christine Geisreiter,,BC2,GPW,VCA Canada Hospitals
80324,Lakehill Pet Clinic,Lakehill Pet,3945 Quadra Street,Victoria,BC,V8X1J5,CAN,1-250-479-1609,,,Christine Geisreiter,,BC2,GPW,VCA Canada Hospitals
80325,Shelbourne Pet Clinic,Shelbourne Pet,"103, 1638 McKenzie Ave",Victoria,BC,V8N0A3,CAN,1-250-477-3112,,,Christine Geisreiter,,BC2,GPW,VCA Canada Hospitals
80500,Birchmount Animal Hospital,Birchmount,1563 Birchmount Road,Scarborough,ON,M1P2H4,CAN,1-416-752-6048,,,Stacey Kew,,ON2,GPE,VCA Canada Hospitals
80501,Kingsway Animal Hospital,Kingsway,1770 King Street East,Hamilton,ON,L8K1V7,CAN,1-905-547-1206,,,Danielle Maksym,,ON1,GPE,VCA Canada Hospitals
80502,Barrie Veterinary Hospital,Barrie,200 Bayfield Street,Barrie,ON,L4M3B6,CAN,1-705-728-4545,,,Lori Closs-Phillips,,ON1,GPE,VCA Canada Hospitals
80503,Burlington Animal Hospital,Burlington,1231 Guelph Line,Burlington,ON,L7P2T1,CAN,1-905-335-3515,,,Lindsay Lord,,ON1,GPE,VCA Canada Hospitals
80504,Matthews Animal Hospital,Matthews,1255 Southdale Road E,London,ON,N6E1B3,CAN,1-519-681-7575,,,Kurt Wakem,,ON3,GPE,VCA Canada Hospitals
80505,Northdale Animal Hospital,Northdale,1096 Adelaide Street N,London,ON,N5Y2N1,CAN,1-519-645-8787,,,Jeanette Danyliw,,ON3,GPE,VCA Canada Hospitals
80506,Masonville Animal Hospital,Masonville,101 Fanshawe Park E,London,ON,N5X3V9,CAN,1-519-660-1770,,,Victoria Lepore,,ON3,GPE,VCA Canada Hospitals
80507,Blue Cross Animal Hospital,Blue Cross,1438 London Road,Sarnia,ON,N7S1P7,CAN,1-519-542-1255,,,Ingrid Schmid,,ON3,GPE,VCA Canada Hospitals
80508,Corunna Veterinary Services,Corunna,197 Hill Street,Corunna,ON,N0N1G0,CAN,1-519-862-4244,,,Jeanette Danyliw,,ON3,GPE,VCA Canada Hospitals
80509,Petrolia Veterinary Services,Petrolia,4247 Oil Heritage,Petrolia,ON,N0N1R0,CAN,1-519-862-4244,,,Jeanette Danyliw,,ON3,GPE,VCA Canada Hospitals
80510,Westside Animal Hospital,Westside ONT,"2700 Dufferin Street, Unit 60",Toronto,ON,M6B4J3,CAN,1-416-783-4285,,,Allison Kennedy,,ON2,GPE,VCA Canada Hospitals
80512,Alta Vista Animal Hospital,Alta Vista,2616 Bank Street,Ottawa,ON,K1T1M9,CAN,1-613-731-6851,,,Julie Dwyer,,SP East,SPE,VCA Canada Hospitals
80513,Bayview Animal Hospital,Bayview ONT,"1419 Carling Avenue, Unit 1407",Ottawa,ON,K1Z7L6,CAN,1-613-728-5852,,,Karen Burton,,ON4,GPE,VCA Canada Hospitals
80514,Pretoria Animal Hospital,Pretoria,16 Pretoria Avenue,Ottawa,ON,K1S1W7,CAN,1-613-565-0588,,,Maria Blair,,ON4,GPE,VCA Canada Hospitals
80515,Ottawa Veterinary Hospital,Ottawa Vet,900 Boyd Avenue,Ottawa,ON,K2A2E3,CAN,1-613-725-1182,,,Wendy Dow,,ON4,GPE,VCA Canada Hospitals
80516,Bells Corners Animal Hospital,Bells Corners,"2194 Robertson Road, Unit 27B",Nepean,ON,K2H9J5,CAN,1-613-820-1641,,,Crystal Kirkwood,,ON4,GPE,VCA Canada Hospitals
80517,Beardall Animal Hospital,Beardall,393 Bath Road,Kingston,ON,K7M7C9,CAN,1-613-544-6336,,,Jessica Bisson,,ON4,GPE,VCA Canada Hospitals
80518,Bay Cities Animal Hospital,Bay Cities,3001 New Street,Burlington,ON,L7R1K3,CAN,1-905-639-5414,,,Kathryn Copeland,,ON1,GPE,VCA Canada Hospitals
80520,Blair Animal Hospital,Blair,849 Shefford Rd,Gloucester,ON,K1J8H9,CAN,1-613-746-2443,,,Meaghan Biddiscombe,,ON4,GPE,VCA Canada Hospitals
80521,Kanata Animal Hospital,Kanata,440 Hazeldean Rd,Kanata,ON,K2L1V2,CAN,1-613-836-2848,,,Rebecca Scott,,ON4,GPE,VCA Canada Hospitals
80522,MacKay Animal Hospital,MacKay,421 Dundas St. E,Whitby,ON,L1N2J2,CAN,1-905-668-8861,,,Jeanette Danyliw,,ON2,GPE,VCA Canada Hospitals
80523,Mt. Pleasant- Davisville Animal Hospital,Mt. Pleasant-Davisville,745 Mount Pleasant Rd,Toronto,ON,M4S2N4,CAN,1-416-481-7387,,,Alison Niven-Mcgowen,,ON2,GPE,VCA Canada Hospitals
80524,Rosedale Animal Hospital,Rosedale,1284 Yonge St,Toronto,ON,M4T1W5,CAN,1-416-964-2298,,,Shannon-lee Keyes,,ON2,GPE,VCA Canada Hospitals
80525,Secord Animal Hospital,Secord,3271 Yonge St,Toronto,ON,M4N2L8,CAN,1-416-486-1700,,,Linda Singleton,,ON2,GPE,VCA Canada Hospitals
80527,404 Veterinary Emergency and Referral Hospital,404 Vet Emergency,510 Harry Walker Parkway South,Newmarket,ON,L3Y 0B3,CAN,1-905-953-1933,,,Jennifer Chisholm,,SP East,SPE,VCA Canada Hospitals
80528,Lexington Animal Hospital,Lexington,135 Lexington Court,Waterloo,ON,N2J4R1,CAN,1-519-746-4440,,,Carol Chris,,ON3,GPE,VCA Canada Hospitals
80529,Credit Valley Animal Hospital,Credit Valley,6515 Mississauga Rd,Mississauga,ON,L5N1A6,CAN,1-905-639-5414,,,Doris Ferreira,,ON3,GPE,VCA Canada Hospitals
80530,Eastside Animal Hospital,Eastside,111 Hwy. 8,Stoney Creek,ON,L8G1C1,CAN,1-905-639-5414,,,Jeanette Danyliw,,ON1,GPE,VCA Canada Hospitals
80531,Lakeshore Animal Hospital,Lakeshore,872 Lakeshore Road E,Mississauga,ON,L5E 1E1,CAN,1-905-639-5414,,,Margaret Harris,,ON3,GPE,VCA Canada Hospitals
80532,Morningside Animal Hospital,Morningside,4560 Kingston Rd,Toronto,ON,M1E2P2,CAN,1-905-639-5414,,,Laura Zabolotny,,ON2,GPE,VCA Canada Hospitals
80533,Willowdale Animal Hospital,Willowdale,256 Sheppard Ave,West Toronto,ON,M2N1N3,CAN,1-416-222-5409,,,Jennifer Boekhout,,ON2,GPE,VCA Canada Hospitals
80534,Mississauga Oakville Veterinary Emergency Hospital,Mississauga Oakville,2285 Bristol Circle,Oakville,ON,L6H6P8,CAN,1-905-829-9444,,,Stefano Sidoli,,SP East,SPE,VCA Canada Hospitals
80535,Lawrence Veterinary Clinic,Lawrence Vet,486 Lawrence Ave West,Toronto,ON,M5M1C4,CAN,1-416-787-1831,,,Jeanette Danyliw,,ON2,GPE,VCA Canada Hospitals
80536,Guelph Veterinary Surgery Services,Guelph,1460 Gordon Street,Guelph,ON,N1L1C8,CAN,1-519-230-3250,,,Stefano Sidoli,,SP East,SPE,VCA Canada Hospitals
80537,Cachet Village Animal Hospital,Cachet Village,"Unit 14, 735 Markland Street",Markham,ON,L6C0C6,CAN,1-905-887-2200,,,Linda Lepage,,ON2,GPE,VCA Canada Hospitals
80538,O'Sullivan Animal Hospital,O'Sullivan,420 Leacock Drive,Barrie,ON,L4N5G5,CAN,1-705-728-8387,,,Heather Paterson,,ON1,GPE,VCA Canada Hospitals
80539,Northumberland Veterinary Services,Northumberland,86 Percy Street,Colborne,ON,K0K1S0,CAN,1-905-355-1622,,,Carrie Mcdonnell,,ON2,GPE,VCA Canada Hospitals
80541,Don Mills Veterinary Practice,Don Mills,25 Scarsdale Road,North York,ON,M3B 2R2,CAN,1-416-444-8495,,,Carrie Barth,,ON1,GPE,VCA Canada Hospitals
80542,Toronto Veterinary Emergency Hospital,TVEH,21 Rolark Drive,Scarborough,ON,M1R 3B1,CAN,1-416-247-8387,,,Stefano Sidoli,,SP East,SPE,VCA Canada Hospitals
80800,Centre Vet Laval Inc.,Laval,4530 Highway 440,Laval,QC,H7T2P7,CAN,1-450-781-1200,,,Stefano Sidoli,,QC 1,QC,VCA Canada Hospitals
80801,Hop Vet Rive-Sud,Rive-Sud,7415 Taschereau Blvd.,Brossard,QC,J4Y1A2,CAN,1-450-656-3660,,,Stefano Sidoli,,QC 1,QC,VCA Canada Hospitals
80802,Hop Vet St-Eustache Deux-Montagnes Inc.,HVSE,281 Hector-Lanthier,St-Eustache,QC,J7P5R1,CAN,1-450-472-3744,,,Jeanette Danyliw,,ON4,GPE,VCA Canada Hospitals
80803,Pierrefonds Animal Hospital,Pierrefonds,15723 Pierrefonds Blvd.,Pierrefonds,QC,H9H3X6,CAN,1-514-626-9890,,,Jeanette Danyliw,,ON4,GPE,VCA Canada Hospitals
80804,Hopital Veterinaire Blainville,Blainville,841 Boulevard-Cure-Labelle,Blainville,QC,J7C2K8,CAN,1-450-435-5555,,,Jeanette Danyliw,,ON4,GPE,VCA Canada Hospitals
80805,The Animal Health Clinic,Animal Health,5601 Sherbrooke Street W,Montreal,QC,H4A1W4,CAN,1-514-369-9119,,,Jeanette Danyliw,,ON4,GPE,VCA Canada Hospitals
80806,Hopital Veterinaire Ste-Therese Inc.,Ste Therese,268 boul.du Cure-Labelle,Ste-Therese,QC,J7E2X7,CAN,1-450-430-6060,,,Jeanette Danyliw,,ON4,GPE,VCA Canada Hospitals
80807,Hopital Veterinaire Victoria - Ste Lambert Branch,Ste Lambert,309 St-Denis Avenue,St-Lambert,QC,J4P2G5,CAN,1-514-524-2727,,,Stefano Sidoli,,QC 1,QC,VCA Canada Hospitals
80808,Hopital Veterinaire Victoria - Montreal Branch,Montreal,1901 de Maisonneuve E. boul,Montreal,QC,H2K4P4,CAN,1-514-524-2727,,,Stefano Sidoli,,QC 1,QC,VCA Canada Hospitals
80809,Hopital Veterinaire Victoria - Verdun Branch,Verdun,"537, rue de L'Eglise St.",Verdun,QC,H4G2M7,CAN,1-514-524-2727,,,Stefano Sidoli,,QC 1,QC,VCA Canada Hospitals
80810,Hopital Veterinaire Victoria - Greenfield Park Branch,Greenfield Park,325 Lawrence Street,Greenfield Park,QC,J4V2Z5,CAN,1-514-524-2727,,,Stefano Sidoli,,QC 1,QC,VCA Canada Hospitals
